Absolute path;Relative path;Class
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0692.txt;dataset_copy\3\0692.txt;0692.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0722.txt;dataset_copy\3\0722.txt;0722.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0731.txt;dataset_copy\3\0731.txt;0731.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0733.txt;dataset_copy\3\0733.txt;0733.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0752.txt;dataset_copy\3\0752.txt;0752.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0754.txt;dataset_copy\3\0754.txt;0754.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0768.txt;dataset_copy\3\0768.txt;0768.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0775.txt;dataset_copy\3\0775.txt;0775.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0777.txt;dataset_copy\3\0777.txt;0777.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0799.txt;dataset_copy\3\0799.txt;0799.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0803.txt;dataset_copy\3\0803.txt;0803.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0812.txt;dataset_copy\3\0812.txt;0812.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0816.txt;dataset_copy\3\0816.txt;0816.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0827.txt;dataset_copy\3\0827.txt;0827.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0846.txt;dataset_copy\3\0846.txt;0846.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0849.txt;dataset_copy\3\0849.txt;0849.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0860.txt;dataset_copy\3\0860.txt;0860.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0862.txt;dataset_copy\3\0862.txt;0862.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0880.txt;dataset_copy\3\0880.txt;0880.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0935.txt;dataset_copy\3\0935.txt;0935.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0940.txt;dataset_copy\3\0940.txt;0940.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0956.txt;dataset_copy\3\0956.txt;0956.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0967.txt;dataset_copy\3\0967.txt;0967.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0970.txt;dataset_copy\3\0970.txt;0970.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0979.txt;dataset_copy\3\0979.txt;0979.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\0987.txt;dataset_copy\3\0987.txt;0987.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1016.txt;dataset_copy\3\1016.txt;1016.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1019.txt;dataset_copy\3\1019.txt;1019.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1046.txt;dataset_copy\3\1046.txt;1046.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1052.txt;dataset_copy\3\1052.txt;1052.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1058.txt;dataset_copy\3\1058.txt;1058.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1062.txt;dataset_copy\3\1062.txt;1062.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1074.txt;dataset_copy\3\1074.txt;1074.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1076.txt;dataset_copy\3\1076.txt;1076.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1082.txt;dataset_copy\3\1082.txt;1082.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1084.txt;dataset_copy\3\1084.txt;1084.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1087.txt;dataset_copy\3\1087.txt;1087.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1092.txt;dataset_copy\3\1092.txt;1092.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1095.txt;dataset_copy\3\1095.txt;1095.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1100.txt;dataset_copy\3\1100.txt;1100.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1105.txt;dataset_copy\3\1105.txt;1105.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1111.txt;dataset_copy\3\1111.txt;1111.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1154.txt;dataset_copy\3\1154.txt;1154.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1164.txt;dataset_copy\3\1164.txt;1164.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1190.txt;dataset_copy\3\1190.txt;1190.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1198.txt;dataset_copy\3\1198.txt;1198.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1206.txt;dataset_copy\3\1206.txt;1206.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1278.txt;dataset_copy\3\1278.txt;1278.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1291.txt;dataset_copy\3\1291.txt;1291.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1297.txt;dataset_copy\3\1297.txt;1297.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1311.txt;dataset_copy\3\1311.txt;1311.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1319.txt;dataset_copy\3\1319.txt;1319.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1329.txt;dataset_copy\3\1329.txt;1329.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1336.txt;dataset_copy\3\1336.txt;1336.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1342.txt;dataset_copy\3\1342.txt;1342.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1344.txt;dataset_copy\3\1344.txt;1344.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1350.txt;dataset_copy\3\1350.txt;1350.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1362.txt;dataset_copy\3\1362.txt;1362.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1363.txt;dataset_copy\3\1363.txt;1363.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1366.txt;dataset_copy\3\1366.txt;1366.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1375.txt;dataset_copy\3\1375.txt;1375.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1393.txt;dataset_copy\3\1393.txt;1393.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1412.txt;dataset_copy\3\1412.txt;1412.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1428.txt;dataset_copy\3\1428.txt;1428.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1433.txt;dataset_copy\3\1433.txt;1433.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1447.txt;dataset_copy\3\1447.txt;1447.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1463.txt;dataset_copy\3\1463.txt;1463.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1480.txt;dataset_copy\3\1480.txt;1480.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1482.txt;dataset_copy\3\1482.txt;1482.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1491.txt;dataset_copy\3\1491.txt;1491.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1511.txt;dataset_copy\3\1511.txt;1511.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1517.txt;dataset_copy\3\1517.txt;1517.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1520.txt;dataset_copy\3\1520.txt;1520.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1528.txt;dataset_copy\3\1528.txt;1528.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1538.txt;dataset_copy\3\1538.txt;1538.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1539.txt;dataset_copy\3\1539.txt;1539.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1544.txt;dataset_copy\3\1544.txt;1544.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1550.txt;dataset_copy\3\1550.txt;1550.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1553.txt;dataset_copy\3\1553.txt;1553.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1558.txt;dataset_copy\3\1558.txt;1558.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1565.txt;dataset_copy\3\1565.txt;1565.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1566.txt;dataset_copy\3\1566.txt;1566.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1569.txt;dataset_copy\3\1569.txt;1569.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1575.txt;dataset_copy\3\1575.txt;1575.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1583.txt;dataset_copy\3\1583.txt;1583.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1586.txt;dataset_copy\3\1586.txt;1586.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1592.txt;dataset_copy\3\1592.txt;1592.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1595.txt;dataset_copy\3\1595.txt;1595.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1596.txt;dataset_copy\3\1596.txt;1596.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1605.txt;dataset_copy\3\1605.txt;1605.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1612.txt;dataset_copy\3\1612.txt;1612.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1617.txt;dataset_copy\3\1617.txt;1617.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1640.txt;dataset_copy\3\1640.txt;1640.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1643.txt;dataset_copy\3\1643.txt;1643.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1658.txt;dataset_copy\3\1658.txt;1658.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1669.txt;dataset_copy\3\1669.txt;1669.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1679.txt;dataset_copy\3\1679.txt;1679.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1683.txt;dataset_copy\3\1683.txt;1683.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1687.txt;dataset_copy\3\1687.txt;1687.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1696.txt;dataset_copy\3\1696.txt;1696.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1717.txt;dataset_copy\3\1717.txt;1717.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1723.txt;dataset_copy\3\1723.txt;1723.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1744.txt;dataset_copy\3\1744.txt;1744.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1745.txt;dataset_copy\3\1745.txt;1745.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1750.txt;dataset_copy\3\1750.txt;1750.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1753.txt;dataset_copy\3\1753.txt;1753.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1757.txt;dataset_copy\3\1757.txt;1757.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1769.txt;dataset_copy\3\1769.txt;1769.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1775.txt;dataset_copy\3\1775.txt;1775.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1776.txt;dataset_copy\3\1776.txt;1776.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1780.txt;dataset_copy\3\1780.txt;1780.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1797.txt;dataset_copy\3\1797.txt;1797.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1798.txt;dataset_copy\3\1798.txt;1798.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1804.txt;dataset_copy\3\1804.txt;1804.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1822.txt;dataset_copy\3\1822.txt;1822.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1831.txt;dataset_copy\3\1831.txt;1831.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1836.txt;dataset_copy\3\1836.txt;1836.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1852.txt;dataset_copy\3\1852.txt;1852.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1863.txt;dataset_copy\3\1863.txt;1863.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1865.txt;dataset_copy\3\1865.txt;1865.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1878.txt;dataset_copy\3\1878.txt;1878.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1887.txt;dataset_copy\3\1887.txt;1887.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1888.txt;dataset_copy\3\1888.txt;1888.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1896.txt;dataset_copy\3\1896.txt;1896.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1907.txt;dataset_copy\3\1907.txt;1907.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1911.txt;dataset_copy\3\1911.txt;1911.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1918.txt;dataset_copy\3\1918.txt;1918.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1927.txt;dataset_copy\3\1927.txt;1927.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1949.txt;dataset_copy\3\1949.txt;1949.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1955.txt;dataset_copy\3\1955.txt;1955.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1959.txt;dataset_copy\3\1959.txt;1959.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1988.txt;dataset_copy\3\1988.txt;1988.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1992.txt;dataset_copy\3\1992.txt;1992.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\1995.txt;dataset_copy\3\1995.txt;1995.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2010.txt;dataset_copy\3\2010.txt;2010.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2046.txt;dataset_copy\3\2046.txt;2046.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2048.txt;dataset_copy\3\2048.txt;2048.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2069.txt;dataset_copy\3\2069.txt;2069.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2075.txt;dataset_copy\3\2075.txt;2075.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2081.txt;dataset_copy\3\2081.txt;2081.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2084.txt;dataset_copy\3\2084.txt;2084.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2089.txt;dataset_copy\3\2089.txt;2089.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2091.txt;dataset_copy\3\2091.txt;2091.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2095.txt;dataset_copy\3\2095.txt;2095.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2097.txt;dataset_copy\3\2097.txt;2097.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2118.txt;dataset_copy\3\2118.txt;2118.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2126.txt;dataset_copy\3\2126.txt;2126.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2131.txt;dataset_copy\3\2131.txt;2131.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2139.txt;dataset_copy\3\2139.txt;2139.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2140.txt;dataset_copy\3\2140.txt;2140.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2143.txt;dataset_copy\3\2143.txt;2143.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2146.txt;dataset_copy\3\2146.txt;2146.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2156.txt;dataset_copy\3\2156.txt;2156.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2161.txt;dataset_copy\3\2161.txt;2161.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2224.txt;dataset_copy\3\2224.txt;2224.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2227.txt;dataset_copy\3\2227.txt;2227.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2241.txt;dataset_copy\3\2241.txt;2241.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2242.txt;dataset_copy\3\2242.txt;2242.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2247.txt;dataset_copy\3\2247.txt;2247.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2275.txt;dataset_copy\3\2275.txt;2275.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2304.txt;dataset_copy\3\2304.txt;2304.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2308.txt;dataset_copy\3\2308.txt;2308.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2311.txt;dataset_copy\3\2311.txt;2311.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2315.txt;dataset_copy\3\2315.txt;2315.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2317.txt;dataset_copy\3\2317.txt;2317.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2331.txt;dataset_copy\3\2331.txt;2331.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2334.txt;dataset_copy\3\2334.txt;2334.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2348.txt;dataset_copy\3\2348.txt;2348.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2357.txt;dataset_copy\3\2357.txt;2357.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2362.txt;dataset_copy\3\2362.txt;2362.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2380.txt;dataset_copy\3\2380.txt;2380.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2387.txt;dataset_copy\3\2387.txt;2387.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2399.txt;dataset_copy\3\2399.txt;2399.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2400.txt;dataset_copy\3\2400.txt;2400.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2404.txt;dataset_copy\3\2404.txt;2404.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2412.txt;dataset_copy\3\2412.txt;2412.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2430.txt;dataset_copy\3\2430.txt;2430.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2440.txt;dataset_copy\3\2440.txt;2440.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2443.txt;dataset_copy\3\2443.txt;2443.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2447.txt;dataset_copy\3\2447.txt;2447.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2492.txt;dataset_copy\3\2492.txt;2492.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2495.txt;dataset_copy\3\2495.txt;2495.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2499.txt;dataset_copy\3\2499.txt;2499.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2524.txt;dataset_copy\3\2524.txt;2524.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2544.txt;dataset_copy\3\2544.txt;2544.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2579.txt;dataset_copy\3\2579.txt;2579.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2580.txt;dataset_copy\3\2580.txt;2580.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2609.txt;dataset_copy\3\2609.txt;2609.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2615.txt;dataset_copy\3\2615.txt;2615.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2628.txt;dataset_copy\3\2628.txt;2628.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2629.txt;dataset_copy\3\2629.txt;2629.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2638.txt;dataset_copy\3\2638.txt;2638.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2656.txt;dataset_copy\3\2656.txt;2656.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2668.txt;dataset_copy\3\2668.txt;2668.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2675.txt;dataset_copy\3\2675.txt;2675.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2690.txt;dataset_copy\3\2690.txt;2690.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2713.txt;dataset_copy\3\2713.txt;2713.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2722.txt;dataset_copy\3\2722.txt;2722.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2734.txt;dataset_copy\3\2734.txt;2734.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2738.txt;dataset_copy\3\2738.txt;2738.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2758.txt;dataset_copy\3\2758.txt;2758.txt
C:\Users\marGO.LAPTOP-CEGVK39N\laba\dataset_copydataset_copy\3\2759.txt;dataset_copy\3\2759.txt;2759.txt
